Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1,unemployed_rate
2017,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,732,Race/Ethnicity,"Black, non-Hispanic",5.6
2017,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,188,Race/Ethnicity,"Black, non-Hispanic",5.6
2017,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,2148,Gender,Female,5.6
2017,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,442,Gender,Female,5.6
2017,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,12,Race/Ethnicity,Hispanic,5.6
2017,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,2148,Overall,Overall,5.6
2017,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,442,Overall,Overall,5.6
2017,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,1386,Race/Ethnicity,"White, non-Hispanic",5.6
2017,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,251,Race/Ethnicity,"White, non-Hispanic",5.6
2018,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,761,Race/Ethnicity,"Black, non-Hispanic",4.9
2018,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,185,Race/Ethnicity,"Black, non-Hispanic",4.9
2018,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,2215,Gender,Female,4.9
2018,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,441,Gender,Female,4.9
2018,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,13,Race/Ethnicity,Hispanic,4.9
2018,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,2215,Overall,Overall,4.9
2018,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,441,Overall,Overall,4.9
2018,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,1422,Race/Ethnicity,"White, non-Hispanic",4.9
2018,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,253,Race/Ethnicity,"White, non-Hispanic",4.9
2019,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,794,Race/Ethnicity,"Black, non-Hispanic",5.4
2019,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,179,Race/Ethnicity,"Black, non-Hispanic",5.4
2019,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,2280,Gender,Female,5.4
2019,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,440,Gender,Female,5.4
2019,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,14,Race/Ethnicity,Hispanic,5.4
2019,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,2280,Overall,Overall,5.4
2019,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,440,Overall,Overall,5.4
2019,MS,Mississippi,Breast Cancer,Incidence,Average Annual Number,1450,Race/Ethnicity,"White, non-Hispanic",5.4
2019,MS,Mississippi,Breast Cancer,Mortality,Average Annual Number,256,Race/Ethnicity,"White, non-Hispanic",5.4
2015,MT,Montana,Breast Cancer,Incidence,Average Annual Number,802,Gender,Female,4.3
2015,MT,Montana,Breast Cancer,Mortality,Average Annual Number,137,Gender,Female,4.3
2015,MT,Montana,Breast Cancer,Incidence,Average Annual Number,13,Race/Ethnicity,Hispanic,4.3
2015,MT,Montana,Breast Cancer,Incidence,Average Annual Number,802,Overall,Overall,4.3
2015,MT,Montana,Breast Cancer,Mortality,Average Annual Number,137,Overall,Overall,4.3
2015,MT,Montana,Breast Cancer,Incidence,Average Annual Number,745,Race/Ethnicity,"White, non-Hispanic",4.3
2015,MT,Montana,Breast Cancer,Mortality,Average Annual Number,130,Race/Ethnicity,"White, non-Hispanic",4.3
2016,MT,Montana,Breast Cancer,Incidence,Average Annual Number,811,Gender,Female,4.4
2016,MT,Montana,Breast Cancer,Mortality,Average Annual Number,137,Gender,Female,4.4
2016,MT,Montana,Breast Cancer,Incidence,Average Annual Number,14,Race/Ethnicity,Hispanic,4.4
2016,MT,Montana,Breast Cancer,Incidence,Average Annual Number,811,Overall,Overall,4.4
2016,MT,Montana,Breast Cancer,Mortality,Average Annual Number,137,Overall,Overall,4.4
2016,MT,Montana,Breast Cancer,Incidence,Average Annual Number,755,Race/Ethnicity,"White, non-Hispanic",4.4
2016,MT,Montana,Breast Cancer,Mortality,Average Annual Number,131,Race/Ethnicity,"White, non-Hispanic",4.4
2017,MT,Montana,Breast Cancer,Incidence,Average Annual Number,852,Gender,Female,4.2
2017,MT,Montana,Breast Cancer,Mortality,Average Annual Number,137,Gender,Female,4.2
2017,MT,Montana,Breast Cancer,Incidence,Average Annual Number,13,Race/Ethnicity,Hispanic,4.2
2017,MT,Montana,Breast Cancer,Incidence,Average Annual Number,852,Overall,Overall,4.2
2017,MT,Montana,Breast Cancer,Mortality,Average Annual Number,137,Overall,Overall,4.2
2017,MT,Montana,Breast Cancer,Incidence,Average Annual Number,790,Race/Ethnicity,"White, non-Hispanic",4.2
2017,MT,Montana,Breast Cancer,Mortality,Average Annual Number,130,Race/Ethnicity,"White, non-Hispanic",4.2
2018,MT,Montana,Breast Cancer,Incidence,Average Annual Number,904,Gender,Female,4
2018,MT,Montana,Breast Cancer,Mortality,Average Annual Number,135,Gender,Female,4
2018,MT,Montana,Breast Cancer,Incidence,Average Annual Number,13,Race/Ethnicity,Hispanic,4
2018,MT,Montana,Breast Cancer,Incidence,Average Annual Number,904,Overall,Overall,4
2018,MT,Montana,Breast Cancer,Mortality,Average Annual Number,135,Overall,Overall,4
2018,MT,Montana,Breast Cancer,Incidence,Average Annual Number,838,Race/Ethnicity,"White, non-Hispanic",4
2018,MT,Montana,Breast Cancer,Mortality,Average Annual Number,127,Race/Ethnicity,"White, non-Hispanic",4
2019,MT,Montana,Breast Cancer,Incidence,Average Annual Number,921,Gender,Female,3.6
2019,MT,Montana,Breast Cancer,Mortality,Average Annual Number,139,Gender,Female,3.6
2019,MT,Montana,Breast Cancer,Incidence,Average Annual Number,13,Race/Ethnicity,Hispanic,3.6
2019,MT,Montana,Breast Cancer,Incidence,Average Annual Number,921,Overall,Overall,3.6
2019,MT,Montana,Breast Cancer,Mortality,Average Annual Number,139,Overall,Overall,3.6
2019,MT,Montana,Breast Cancer,Incidence,Average Annual Number,851,Race/Ethnicity,"White, non-Hispanic",3.6
2019,MT,Montana,Breast Cancer,Mortality,Average Annual Number,130,Race/Ethnicity,"White, non-Hispanic",3.6
2015,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,1635,Race/Ethnicity,"Black, non-Hispanic",5.7
2015,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,347,Race/Ethnicity,"Black, non-Hispanic",5.7
2015,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,7998,Gender,Female,5.7
2015,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1313,Gender,Female,5.7
2015,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,169,Race/Ethnicity,Hispanic,5.7
2015,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,17,Race/Ethnicity,Hispanic,5.7
2015,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,7998,Overall,Overall,5.7
2015,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1313,Overall,Overall,5.7
2015,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,5985,Race/Ethnicity,"White, non-Hispanic",5.7
2015,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,925,Race/Ethnicity,"White, non-Hispanic",5.7
2016,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,1673,Race/Ethnicity,"Black, non-Hispanic",5.3
2016,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,346,Race/Ethnicity,"Black, non-Hispanic",5.3
2016,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8209,Gender,Female,5.3
2016,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1313,Gender,Female,5.3
2016,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,185,Race/Ethnicity,Hispanic,5.3
2016,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,19,Race/Ethnicity,Hispanic,5.3
2016,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8209,Overall,Overall,5.3
2016,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1313,Overall,Overall,5.3
2016,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,6129,Race/Ethnicity,"White, non-Hispanic",5.3
2016,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,921,Race/Ethnicity,"White, non-Hispanic",5.3
2017,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,1730,Race/Ethnicity,"Black, non-Hispanic",4.9
2017,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,349,Race/Ethnicity,"Black, non-Hispanic",4.9
2017,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8476,Gender,Female,4.9
2017,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1346,Gender,Female,4.9
2017,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,212,Race/Ethnicity,Hispanic,4.9
2017,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,21,Race/Ethnicity,Hispanic,4.9
2017,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8476,Overall,Overall,4.9
2017,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1346,Overall,Overall,4.9
2017,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,6291,Race/Ethnicity,"White, non-Hispanic",4.9
2017,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,947,Race/Ethnicity,"White, non-Hispanic",4.9
2018,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,1789,Race/Ethnicity,"Black, non-Hispanic",4.2
2018,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,350,Race/Ethnicity,"Black, non-Hispanic",4.2
2018,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8765,Gender,Female,4.2
2018,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1376,Gender,Female,4.2
2018,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,234,Race/Ethnicity,Hispanic,4.2
2018,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,24,Race/Ethnicity,Hispanic,4.2
2018,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8765,Overall,Overall,4.2
2018,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1376,Overall,Overall,4.2
2018,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,6482,Race/Ethnicity,"White, non-Hispanic",4.2
2018,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,971,Race/Ethnicity,"White, non-Hispanic",4.2
2019,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,1823,Race/Ethnicity,"Black, non-Hispanic",4
2019,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,359,Race/Ethnicity,"Black, non-Hispanic",4
2019,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8988,Gender,Female,4
2019,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1385,Gender,Female,4
2019,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,255,Race/Ethnicity,Hispanic,4
2019,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,27,Race/Ethnicity,Hispanic,4
2019,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,8988,Overall,Overall,4
2019,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,1385,Overall,Overall,4
2019,NC,North Carolina,Breast Cancer,Incidence,Average Annual Number,6636,Race/Ethnicity,"White, non-Hispanic",4
2019,NC,North Carolina,Breast Cancer,Mortality,Average Annual Number,967,Race/Ethnicity,"White, non-Hispanic",4
2015,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,497,Gender,Female,2.6
2015,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,80,Gender,Female,2.6
2015,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,497,Overall,Overall,2.6
2015,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,80,Overall,Overall,2.6
2015,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,470,Race/Ethnicity,"White, non-Hispanic",2.6
2015,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,76,Race/Ethnicity,"White, non-Hispanic",2.6
2016,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,515,Gender,Female,3.1
2016,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,80,Gender,Female,3.1
2016,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,3,Race/Ethnicity,Hispanic,3.1
2016,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,515,Overall,Overall,3.1
2016,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,80,Overall,Overall,3.1
2016,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,484,Race/Ethnicity,"White, non-Hispanic",3.1
2016,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,76,Race/Ethnicity,"White, non-Hispanic",3.1
2017,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,528,Gender,Female,2.9
2017,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,83,Gender,Female,2.9
2017,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,3,Race/Ethnicity,Hispanic,2.9
2017,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,528,Overall,Overall,2.9
2017,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,83,Overall,Overall,2.9
2017,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,496,Race/Ethnicity,"White, non-Hispanic",2.9
2017,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,79,Race/Ethnicity,"White, non-Hispanic",2.9
2018,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,540,Gender,Female,2.6
2018,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,82,Gender,Female,2.6
2018,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,3,Race/Ethnicity,Hispanic,2.6
2018,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,540,Overall,Overall,2.6
2018,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,82,Overall,Overall,2.6
2018,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,505,Race/Ethnicity,"White, non-Hispanic",2.6
2018,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,79,Race/Ethnicity,"White, non-Hispanic",2.6
2019,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,566,Gender,Female,2.4
2019,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,83,Gender,Female,2.4
2019,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,566,Overall,Overall,2.4
2019,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,83,Overall,Overall,2.4
2019,ND,North Dakota,Breast Cancer,Incidence,Average Annual Number,531,Race/Ethnicity,"White, non-Hispanic",2.4
2019,ND,North Dakota,Breast Cancer,Mortality,Average Annual Number,78,Race/Ethnicity,"White, non-Hispanic",2.4
2015,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,42,Race/Ethnicity,"Black, non-Hispanic",2.9
2015,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,9,Race/Ethnicity,"Black, non-Hispanic",2.9
2015,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1351,Gender,Female,2.9
2015,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,236,Gender,Female,2.9
2015,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,39,Race/Ethnicity,Hispanic,2.9
2015,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,3,Race/Ethnicity,Hispanic,2.9
2015,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1351,Overall,Overall,2.9
2015,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,236,Overall,Overall,2.9
2015,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1248,Race/Ethnicity,"White, non-Hispanic",2.9
2015,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,221,Race/Ethnicity,"White, non-Hispanic",2.9
2016,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,40,Race/Ethnicity,"Black, non-Hispanic",3
2016,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,9,Race/Ethnicity,"Black, non-Hispanic",3
2016,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1378,Gender,Female,3
2016,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,244,Gender,Female,3
2016,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,43,Race/Ethnicity,Hispanic,3
2016,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,4,Race/Ethnicity,Hispanic,3
2016,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1378,Overall,Overall,3
2016,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,244,Overall,Overall,3
2016,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1275,Race/Ethnicity,"White, non-Hispanic",3
2016,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,228,Race/Ethnicity,"White, non-Hispanic",3
2017,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,42,Race/Ethnicity,"Black, non-Hispanic",3.1
2017,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,9,Race/Ethnicity,"Black, non-Hispanic",3.1
2017,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1410,Gender,Female,3.1
2017,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,243,Gender,Female,3.1
2017,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,46,Race/Ethnicity,Hispanic,3.1
2017,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1410,Overall,Overall,3.1
2017,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,243,Overall,Overall,3.1
2017,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1301,Race/Ethnicity,"White, non-Hispanic",3.1
2017,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,229,Race/Ethnicity,"White, non-Hispanic",3.1
2018,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,43,Race/Ethnicity,"Black, non-Hispanic",2.9
2018,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,9,Race/Ethnicity,"Black, non-Hispanic",2.9
2018,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1454,Gender,Female,2.9
2018,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,239,Gender,Female,2.9
2018,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,51,Race/Ethnicity,Hispanic,2.9
2018,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1454,Overall,Overall,2.9
2018,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,239,Overall,Overall,2.9
2018,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1336,Race/Ethnicity,"White, non-Hispanic",2.9
2018,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,225,Race/Ethnicity,"White, non-Hispanic",2.9
2019,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,47,Race/Ethnicity,"Black, non-Hispanic",3.1
2019,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,"Black, non-Hispanic",3.1
2019,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1474,Gender,Female,3.1
2019,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,244,Gender,Female,3.1
2019,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,55,Race/Ethnicity,Hispanic,3.1
2019,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,3,Race/Ethnicity,Hispanic,3.1
2019,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1474,Overall,Overall,3.1
2019,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,244,Overall,Overall,3.1
2019,NE,Nebraska,Breast Cancer,Incidence,Average Annual Number,1340,Race/Ethnicity,"White, non-Hispanic",3.1
2019,NE,Nebraska,Breast Cancer,Mortality,Average Annual Number,227,Race/Ethnicity,"White, non-Hispanic",3.1
2015,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,4,Race/Ethnicity,"Black, non-Hispanic",3.8
2015,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1240,Gender,Female,3.8
2015,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,176,Gender,Female,3.8
2015,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,14,Race/Ethnicity,Hispanic,3.8
2015,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1240,Overall,Overall,3.8
2015,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,176,Overall,Overall,3.8
2015,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1205,Race/Ethnicity,"White, non-Hispanic",3.8
2015,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,175,Race/Ethnicity,"White, non-Hispanic",3.8
2016,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",2.9
2016,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1269,Gender,Female,2.9
2016,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,177,Gender,Female,2.9
2016,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,14,Race/Ethnicity,Hispanic,2.9
2016,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1269,Overall,Overall,2.9
2016,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,177,Overall,Overall,2.9
2016,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1230,Race/Ethnicity,"White, non-Hispanic",2.9
2016,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,174,Race/Ethnicity,"White, non-Hispanic",2.9
2017,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,6,Race/Ethnicity,"Black, non-Hispanic",2.9
2017,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1288,Gender,Female,2.9
2017,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,176,Gender,Female,2.9
2017,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,15,Race/Ethnicity,Hispanic,2.9
2017,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1288,Overall,Overall,2.9
2017,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,176,Overall,Overall,2.9
2017,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1246,Race/Ethnicity,"White, non-Hispanic",2.9
2017,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,172,Race/Ethnicity,"White, non-Hispanic",2.9
2018,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",2.7
2018,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1289,Gender,Female,2.7
2018,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,175,Gender,Female,2.7
2018,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,17,Race/Ethnicity,Hispanic,2.7
2018,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1289,Overall,Overall,2.7
2018,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,175,Overall,Overall,2.7
2018,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1245,Race/Ethnicity,"White, non-Hispanic",2.7
2018,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,171,Race/Ethnicity,"White, non-Hispanic",2.7
2019,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,6,Race/Ethnicity,"Black, non-Hispanic",2.6
2019,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1297,Gender,Female,2.6
2019,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,176,Gender,Female,2.6
2019,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,19,Race/Ethnicity,Hispanic,2.6
2019,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1297,Overall,Overall,2.6
2019,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,176,Overall,Overall,2.6
2019,NH,New Hampshire,Breast Cancer,Incidence,Average Annual Number,1250,Race/Ethnicity,"White, non-Hispanic",2.6
2019,NH,New Hampshire,Breast Cancer,Mortality,Average Annual Number,172,Race/Ethnicity,"White, non-Hispanic",2.6
2015,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,215,Race/Ethnicity,"Black, non-Hispanic",6.3
2015,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,884,Race/Ethnicity,"Black, non-Hispanic",6.3
2015,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7360,Gender,Female,6.3
2015,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1323,Gender,Female,6.3
2015,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,729,Race/Ethnicity,Hispanic,6.3
2015,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,84,Race/Ethnicity,Hispanic,6.3
2015,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1323,Overall,Overall,6.3
2015,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7360,Overall,Overall,6.3
2015,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,5354,Race/Ethnicity,"White, non-Hispanic",6.3
2015,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,978,Race/Ethnicity,"White, non-Hispanic",6.3
2016,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,212,Race/Ethnicity,"Black, non-Hispanic",5
2016,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,921,Race/Ethnicity,"Black, non-Hispanic",5
2016,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1302,Gender,Female,5
2016,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7495,Gender,Female,5
2016,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,779,Race/Ethnicity,Hispanic,5
2016,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,89,Race/Ethnicity,Hispanic,5
2016,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1302,Overall,Overall,5
2016,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7495,Overall,Overall,5
2016,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,5374,Race/Ethnicity,"White, non-Hispanic",5
2016,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,952,Race/Ethnicity,"White, non-Hispanic",5
2017,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,214,Race/Ethnicity,"Black, non-Hispanic",4.6
2017,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,949,Race/Ethnicity,"Black, non-Hispanic",4.6
2017,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1287,Gender,Female,4.6
2017,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7635,Gender,Female,4.6
2017,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,89,Race/Ethnicity,Hispanic,4.6
2017,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,818,Race/Ethnicity,Hispanic,4.6
2017,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7635,Overall,Overall,4.6
2017,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1287,Overall,Overall,4.6
2017,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,935,Race/Ethnicity,"White, non-Hispanic",4.6
