Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1
2015,MI,Michigan,Breast Cancer,mortality,Average Annual Number,230,Race,Black
2013,US,United States,Breast Cancer,incidence,Average Annual Number,174172,Race,White
2017,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1762,Overall,Overall
2019,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,179,Race,Black
2018,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,483,Race,White
2016,WA,Washington,Breast Cancer,incidence,Average Annual Number,5629,Overall,Overall
2014,CO,Colorado,Breast Cancer,mortality,Average Annual Number,548,Overall,Overall
2012,CA,California,Breast Cancer,mortality,Average Annual Number,2845,Race,White
2017,VT,Vermont,Breast Cancer,incidence,Average Annual Number,555,Gender,Female
2014,VT,Vermont,Breast Cancer,incidence,Average Annual Number,536,Gender,Female
2014,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,471,Gender,Female
2019,DE,Delaware,Breast Cancer,mortality,Average Annual Number,145,Overall,Overall
2019,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4914,Overall,Overall
2012,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1665,Gender,Female
2015,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3178,Overall,Overall
2017,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,603,Gender,Female
2013,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,412,Gender,Female
2015,CO,Colorado,Breast Cancer,mortality,Average Annual Number,467,Race,White
2019,OR,Oregon,Breast Cancer,mortality,Average Annual Number,548,Gender,Female
2012,ME,Maine,Breast Cancer,mortality,Average Annual Number,180,Race,White
2013,US,United States,Breast Cancer,mortality,Average Annual Number,2444,Race,Hispanic
2012,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,737,Gender,Female
2015,UT,Utah,Breast Cancer,mortality,Average Annual Number,10,Race,Hispanic
2015,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1085,Gender,Female
2013,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2013,DE,Delaware,Breast Cancer,mortality,Average Annual Number,25,Race,Black
2012,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,877,Gender,Female
2019,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,11293,Gender,Female
2015,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,236,Overall,Overall
2019,US,United States,Breast Cancer,incidence,Average Annual Number,255045,Gender,Female
2017,OH,Ohio,Breast Cancer,incidence,Average Annual Number,1038,Race,Black
2016,OR,Oregon,Breast Cancer,mortality,Average Annual Number,10,Race,Black
2019,IL,Illinois,Breast Cancer,mortality,Average Annual Number,1740,Gender,Female
2017,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1329,Race,White
2014,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,763,Gender,Female
2015,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,458,Gender,Female
2017,MD,Maryland,Breast Cancer,mortality,Average Annual Number,293,Race,Black
2018,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,4283,Race,White
2016,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1091,Gender,Female
2013,VT,Vermont,Breast Cancer,incidence,Average Annual Number,524,Overall,Overall
2016,TX,Texas,Breast Cancer,incidence,Average Annual Number,15996,Gender,Female
2015,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,45,Race,Black
2018,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,551,Overall,Overall
2018,FL,Florida,Breast Cancer,mortality,Average Annual Number,2916,Overall,Overall
2014,US,United States,Breast Cancer,incidence,Average Annual Number,17821,Race,Hispanic
2013,MD,Maryland,Breast Cancer,mortality,Average Annual Number,508,Race,White
2016,UT,Utah,Breast Cancer,incidence,Average Annual Number,1313,Race,White
2013,FL,Florida,Breast Cancer,mortality,Average Annual Number,2815,Gender,Female
2018,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,969,Overall,Overall
2014,US,United States,Breast Cancer,mortality,Average Annual Number,41029,Overall,Overall
2014,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,210,Race,Black
2019,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,82,Race,Hispanic
2018,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,33,Race,Hispanic
2016,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1244,Gender,Female
2012,OH,Ohio,Breast Cancer,incidence,Average Annual Number,923,Race,Black
2015,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,61,Race,White
2014,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,4,Race,Black
2017,OH,Ohio,Breast Cancer,incidence,Average Annual Number,9614,Overall,Overall
2012,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,97,Overall,Overall
2016,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,244,Gender,Female
2015,NY,New York,Breast Cancer,mortality,Average Annual Number,228,Race,Hispanic
2015,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,170,Race,Black
2018,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,367,Race,White
2017,CO,Colorado,Breast Cancer,mortality,Average Annual Number,582,Overall,Overall
2012,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3011,Overall,Overall
2018,OR,Oregon,Breast Cancer,mortality,Average Annual Number,541,Overall,Overall
2016,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1408,Gender,Female
2016,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,605,Overall,Overall
2015,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,20,Race,Black
2014,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,401,Race,White
2017,TX,Texas,Breast Cancer,mortality,Average Annual Number,2858,Gender,Female
2014,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1069,Overall,Overall
2014,TX,Texas,Breast Cancer,incidence,Average Annual Number,3232,Race,Hispanic
2014,NY,New York,Breast Cancer,incidence,Average Annual Number,15471,Overall,Overall
2014,US,United States,Breast Cancer,incidence,Average Annual Number,231200,Overall,Overall
2017,IA,Iowa,Breast Cancer,mortality,Average Annual Number,379,Race,White
2019,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,66,Overall,Overall
2014,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,790,Race,White
2012,FL,Florida,Breast Cancer,mortality,Average Annual Number,2800,Overall,Overall
2016,DE,Delaware,Breast Cancer,mortality,Average Annual Number,137,Gender,Female
2015,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4550,Overall,Overall
2019,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,564,Race,White
2014,WA,Washington,Breast Cancer,incidence,Average Annual Number,132,Race,Black
2014,OH,Ohio,Breast Cancer,mortality,Average Annual Number,9,Race,Hispanic
2012,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,36,Race,White
2012,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,3956,Race,White
2013,NY,New York,Breast Cancer,mortality,Average Annual Number,2671,Gender,Female
2016,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,60,Race,Hispanic
2019,TX,Texas,Breast Cancer,mortality,Average Annual Number,625,Race,Hispanic
2016,VT,Vermont,Breast Cancer,incidence,Average Annual Number,552,Overall,Overall
2019,VA,Virginia,Breast Cancer,incidence,Average Annual Number,1274,Race,Black
2019,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,840,Race,White
2017,NY,New York,Breast Cancer,incidence,Average Annual Number,16304,Overall,Overall
2018,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,47,Race,Black
2019,UT,Utah,Breast Cancer,incidence,Average Annual Number,1620,Gender,Female
2015,CO,Colorado,Breast Cancer,mortality,Average Annual Number,23,Race,Black
2012,ME,Maine,Breast Cancer,mortality,Average Annual Number,184,Gender,Female
2013,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,100,Gender,Female
2013,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,246,Overall,Overall
2015,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1417,Overall,Overall
2016,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,686,Overall,Overall
2013,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3076,Gender,Female
2013,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,16,Race,Black
2015,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,925,Race,White
2013,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,167,Race,White
2015,US,United States,Breast Cancer,mortality,Average Annual Number,6122,Race,Black
2014,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,658,Gender,Female
2016,FL,Florida,Breast Cancer,mortality,Average Annual Number,406,Race,Black
2016,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,656,Overall,Overall
2012,WA,Washington,Breast Cancer,incidence,Average Annual Number,5154,Overall,Overall
2012,OH,Ohio,Breast Cancer,incidence,Average Annual Number,7623,Race,White
2015,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,83,Race,Hispanic
2013,MD,Maryland,Breast Cancer,mortality,Average Annual Number,273,Race,Black
2018,NY,New York,Breast Cancer,mortality,Average Annual Number,468,Race,Black
2014,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,477,Race,Hispanic
2019,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,555,Gender,Female
2019,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,657,Overall,Overall
2017,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,223,Race,Black
2019,WA,Washington,Breast Cancer,incidence,Average Annual Number,5894,Overall,Overall
2018,VA,Virginia,Breast Cancer,mortality,Average Annual Number,268,Race,Black
2016,UT,Utah,Breast Cancer,incidence,Average Annual Number,7,Race,Black
2014,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1333,Gender,Female
2016,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,5374,Race,White
2018,NY,New York,Breast Cancer,mortality,Average Annual Number,1720,Race,White
2013,NV,Nevada,Breast Cancer,incidence,Average Annual Number,178,Race,Hispanic
2017,NV,Nevada,Breast Cancer,mortality,Average Annual Number,265,Race,White
2015,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1227,Overall,Overall
2019,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,277,Overall,Overall
2013,VA,Virginia,Breast Cancer,incidence,Average Annual Number,5942,Overall,Overall
2016,US,United States,Breast Cancer,incidence,Average Annual Number,241597,Gender,Female
2015,IN,Indiana,Breast Cancer,mortality,Average Annual Number,766,Race,White
2014,MO,Missouri,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2017,NV,Nevada,Breast Cancer,mortality,Average Annual Number,36,Race,Black
2018,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1508,Overall,Overall
2013,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,617,Race,White
2018,CO,Colorado,Breast Cancer,mortality,Average Annual Number,595,Gender,Female
2015,NY,New York,Breast Cancer,incidence,Average Annual Number,15849,Gender,Female
2016,OR,Oregon,Breast Cancer,mortality,Average Annual Number,501,Race,White
2014,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1445,Overall,Overall
2018,OH,Ohio,Breast Cancer,incidence,Average Annual Number,8455,Race,White
2018,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,361,Race,White
2014,MD,Maryland,Breast Cancer,mortality,Average Annual Number,826,Overall,Overall
2017,AK,Alaska,Breast Cancer,mortality,Average Annual Number,47,Race,White
2013,OR,Oregon,Breast Cancer,incidence,Average Annual Number,37,Race,Black
2019,NY,New York,Breast Cancer,mortality,Average Annual Number,236,Race,Hispanic
2017,ME,Maine,Breast Cancer,mortality,Average Annual Number,191,Overall,Overall
2017,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,89,Race,Hispanic
2015,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2121,Race,White
2019,VA,Virginia,Breast Cancer,mortality,Average Annual Number,271,Race,Black
2016,ME,Maine,Breast Cancer,mortality,Average Annual Number,183,Race,White
2017,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,154,Overall,Overall
2015,CA,California,Breast Cancer,mortality,Average Annual Number,4407,Gender,Female
2018,CA,California,Breast Cancer,mortality,Average Annual Number,4478,Overall,Overall
2018,OH,Ohio,Breast Cancer,incidence,Average Annual Number,9750,Gender,Female
2016,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,9682,Race,White
2019,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,83,Overall,Overall
2017,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,110,Race,Hispanic
2018,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,715,Gender,Female
2013,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,8,Race,Black
2012,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,789,Race,White
2019,UT,Utah,Breast Cancer,incidence,Average Annual Number,8,Race,Black
2012,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,758,Overall,Overall
2015,AK,Alaska,Breast Cancer,mortality,Average Annual Number,62,Gender,Female
2019,OH,Ohio,Breast Cancer,incidence,Average Annual Number,102,Race,Hispanic
2015,MD,Maryland,Breast Cancer,mortality,Average Annual Number,822,Overall,Overall
2017,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,95,Race,Hispanic
2017,AL,Alabama,Breast Cancer,mortality,Average Annual Number,484,Race,White
2017,WA,Washington,Breast Cancer,incidence,Average Annual Number,142,Race,Black
2014,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,539,Overall,Overall
2016,ME,Maine,Breast Cancer,mortality,Average Annual Number,187,Gender,Female
2015,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,10996,Gender,Female
2016,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,4,Race,Hispanic
2018,IA,Iowa,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2016,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,288,Overall,Overall
2012,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,199,Race,Hispanic
2017,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,5414,Race,White
2017,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,9,Race,Black
2012,FL,Florida,Breast Cancer,mortality,Average Annual Number,2800,Gender,Female
2013,NY,New York,Breast Cancer,incidence,Average Annual Number,15272,Overall,Overall
2017,US,United States,Breast Cancer,incidence,Average Annual Number,246425,Gender,Female
2013,CA,California,Breast Cancer,mortality,Average Annual Number,703,Race,Hispanic
2017,ID,Idaho,Breast Cancer,mortality,Average Annual Number,208,Gender,Female
2013,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2018,VT,Vermont,Breast Cancer,mortality,Average Annual Number,83,Overall,Overall
2012,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1063,Overall,Overall
2012,WA,Washington,Breast Cancer,mortality,Average Annual Number,22,Race,Black
2019,NY,New York,Breast Cancer,incidence,Average Annual Number,2312,Race,Black
2019,ME,Maine,Breast Cancer,mortality,Average Annual Number,193,Gender,Female
2018,NV,Nevada,Breast Cancer,incidence,Average Annual Number,189,Race,Hispanic
2014,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1440,Overall,Overall
2017,UT,Utah,Breast Cancer,mortality,Average Annual Number,265,Overall,Overall
2014,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,336,Race,White
2015,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,279,Race,White
2015,FL,Florida,Breast Cancer,mortality,Average Annual Number,2840,Overall,Overall
2012,MO,Missouri,Breast Cancer,mortality,Average Annual Number,884,Overall,Overall
2019,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,9,Race,Hispanic
2019,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,135,Overall,Overall
2014,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,69,Race,Black
2013,MD,Maryland,Breast Cancer,mortality,Average Annual Number,814,Gender,Female
2013,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,52,Race,Hispanic
2015,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2015,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,393,Race,White
2016,VA,Virginia,Breast Cancer,mortality,Average Annual Number,778,Race,White
2015,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,666,Gender,Female
2012,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,662,Overall,Overall
2013,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,69,Race,Hispanic
2017,OR,Oregon,Breast Cancer,incidence,Average Annual Number,43,Race,Black
2019,VT,Vermont,Breast Cancer,incidence,Average Annual Number,568,Overall,Overall
2013,US,United States,Breast Cancer,mortality,Average Annual Number,40922,Overall,Overall
2014,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,49,Race,Hispanic
2017,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,218,Race,Black
2018,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,658,Gender,Female
2015,NY,New York,Breast Cancer,incidence,Average Annual Number,2134,Race,Black
2012,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,16,Race,Black
2013,UT,Utah,Breast Cancer,incidence,Average Annual Number,1343,Overall,Overall
2013,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,632,Gender,Female
2016,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,412,Gender,Female
2015,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,603,Gender,Female
2015,CA,California,Breast Cancer,mortality,Average Annual Number,405,Race,Black
2018,VA,Virginia,Breast Cancer,incidence,Average Annual Number,6495,Overall,Overall
2019,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1129,Gender,Female
2019,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,206,Race,Black
2014,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,838,Overall,Overall
2019,US,United States,Breast Cancer,mortality,Average Annual Number,41950,Gender,Female
2015,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,486,Race,Hispanic
2015,TX,Texas,Breast Cancer,mortality,Average Annual Number,2767,Overall,Overall
2019,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1289,Gender,Female
2016,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,19,Race,Hispanic
2013,WA,Washington,Breast Cancer,incidence,Average Annual Number,5282,Overall,Overall
2013,TX,Texas,Breast Cancer,incidence,Average Annual Number,9505,Race,White
2018,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,446,Gender,Female
2014,OR,Oregon,Breast Cancer,mortality,Average Annual Number,525,Gender,Female
2012,US,United States,Breast Cancer,incidence,Average Annual Number,223081,Overall,Overall
2012,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,85,Race,White
2012,WA,Washington,Breast Cancer,mortality,Average Annual Number,716,Race,White
2019,TX,Texas,Breast Cancer,mortality,Average Annual Number,3004,Overall,Overall
2018,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,8,Race,Black
2019,NY,New York,Breast Cancer,incidence,Average Annual Number,11337,Race,White
2019,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2016,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2012,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,27,Race,Black
2013,FL,Florida,Breast Cancer,mortality,Average Annual Number,390,Race,Black
2014,US,United States,Breast Cancer,mortality,Average Annual Number,31135,Race,White
2014,UT,Utah,Breast Cancer,incidence,Average Annual Number,1405,Gender,Female
2019,MT,Montana,Breast Cancer,mortality,Average Annual Number,130,Race,White
2013,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,64,Race,White
2018,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2016,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,995,Race,Black
2019,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,967,Overall,Overall
2019,VT,Vermont,Breast Cancer,mortality,Average Annual Number,83,Gender,Female
2016,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,5045,Gender,Female
2015,VA,Virginia,Breast Cancer,incidence,Average Annual Number,178,Race,Hispanic
2017,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,10,Race,Hispanic
2013,CO,Colorado,Breast Cancer,mortality,Average Annual Number,540,Overall,Overall
2015,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,7,Race,Hispanic
2016,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,454,Overall,Overall
2012,GA,Georgia,Breast Cancer,mortality,Average Annual Number,13,Race,Hispanic
2019,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1537,Overall,Overall
2018,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,171,Race,White
2017,KS,Kansas,Breast Cancer,mortality,Average Annual Number,361,Gender,Female
2013,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,169,Gender,Female
2019,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,97,Overall,Overall
2012,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,142,Overall,Overall
2016,MI,Michigan,Breast Cancer,mortality,Average Annual Number,229,Race,Black
2013,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,212,Race,White
2013,US,United States,Breast Cancer,incidence,Average Annual Number,227276,Gender,Female
2016,MO,Missouri,Breast Cancer,mortality,Average Annual Number,868,Overall,Overall
2013,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,832,Race,White
2012,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,74,Race,Hispanic
2015,CA,California,Breast Cancer,mortality,Average Annual Number,2789,Race,White
2013,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,77,Race,Hispanic
2012,CO,Colorado,Breast Cancer,mortality,Average Annual Number,21,Race,Black
2015,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,536,Gender,Female
2018,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,11,Race,Black
2015,MT,Montana,Breast Cancer,mortality,Average Annual Number,130,Race,White
2014,MT,Montana,Breast Cancer,mortality,Average Annual Number,134,Gender,Female
2018,MO,Missouri,Breast Cancer,mortality,Average Annual Number,7,Race,Hispanic
2016,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,76,Race,White
2018,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,604,Gender,Female
2015,WA,Washington,Breast Cancer,mortality,Average Annual Number,740,Race,White
2015,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,3,Race,Hispanic
2017,WA,Washington,Breast Cancer,mortality,Average Annual Number,23,Race,Hispanic
2019,UT,Utah,Breast Cancer,incidence,Average Annual Number,1417,Race,White
2016,MD,Maryland,Breast Cancer,mortality,Average Annual Number,831,Gender,Female
2012,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,604,Overall,Overall
2016,GA,Georgia,Breast Cancer,mortality,Average Annual Number,754,Race,White
2014,IN,Indiana,Breast Cancer,mortality,Average Annual Number,14,Race,Hispanic
2014,NY,New York,Breast Cancer,incidence,Average Annual Number,15471,Gender,Female
2016,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,5,Race,Hispanic
2016,US,United States,Breast Cancer,mortality,Average Annual Number,2760,Race,Hispanic
2013,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,26,Race,Hispanic
2015,ME,Maine,Breast Cancer,mortality,Average Annual Number,180,Overall,Overall
2016,FL,Florida,Breast Cancer,mortality,Average Annual Number,2859,Gender,Female
2019,OR,Oregon,Breast Cancer,mortality,Average Annual Number,504,Race,White
2014,NY,New York,Breast Cancer,mortality,Average Annual Number,463,Race,Black
2014,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,101,Gender,Female
2016,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7495,Gender,Female
2012,MD,Maryland,Breast Cancer,mortality,Average Annual Number,822,Overall,Overall
2014,VT,Vermont,Breast Cancer,incidence,Average Annual Number,536,Overall,Overall
2019,VA,Virginia,Breast Cancer,incidence,Average Annual Number,4704,Race,White
2018,WA,Washington,Breast Cancer,mortality,Average Annual Number,29,Race,Hispanic
2016,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,743,Overall,Overall
2013,UT,Utah,Breast Cancer,mortality,Average Annual Number,246,Gender,Female
2012,OR,Oregon,Breast Cancer,mortality,Average Annual Number,477,Race,White
2017,UT,Utah,Breast Cancer,incidence,Average Annual Number,127,Race,Hispanic
2013,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,108,Gender,Female
2015,NY,New York,Breast Cancer,incidence,Average Annual Number,11048,Race,White
2018,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,100,Race,White
2015,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,104,Race,White
2018,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1136,Overall,Overall
2012,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,408,Gender,Female
2013,NV,Nevada,Breast Cancer,mortality,Average Annual Number,262,Race,White
2016,VA,Virginia,Breast Cancer,mortality,Average Annual Number,261,Race,Black
2015,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,76,Race,Hispanic
2012,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,19,Race,Black
2016,NV,Nevada,Breast Cancer,mortality,Average Annual Number,32,Race,Black
2018,KS,Kansas,Breast Cancer,mortality,Average Annual Number,370,Gender,Female
2017,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1287,Overall,Overall
2015,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,180,Race,Black
2016,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1758,Overall,Overall
2014,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,45,Race,Black
2013,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,484,Gender,Female
2014,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,7,Race,Hispanic
2016,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3216,Overall,Overall
2014,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7229,Overall,Overall
2014,ID,Idaho,Breast Cancer,mortality,Average Annual Number,177,Race,White
2018,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,1036,Race,Black
2013,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2598,Overall,Overall
2012,OR,Oregon,Breast Cancer,mortality,Average Annual Number,10,Race,Hispanic
2015,OR,Oregon,Breast Cancer,mortality,Average Annual Number,524,Gender,Female
2018,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3354,Gender,Female
2017,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1437,Overall,Overall
2015,UT,Utah,Breast Cancer,incidence,Average Annual Number,8,Race,Black
2016,US,United States,Breast Cancer,incidence,Average Annual Number,241597,Overall,Overall
2018,US,United States,Breast Cancer,mortality,Average Annual Number,30983,Race,White
2015,TX,Texas,Breast Cancer,mortality,Average Annual Number,2767,Gender,Female
2015,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,102,Overall,Overall
2018,CO,Colorado,Breast Cancer,mortality,Average Annual Number,595,Overall,Overall
2016,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,821,Gender,Female
2018,CA,California,Breast Cancer,mortality,Average Annual Number,4478,Gender,Female
2018,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,239,Gender,Female
2019,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,177,Race,Black
2018,VT,Vermont,Breast Cancer,incidence,Average Annual Number,544,Race,White
2016,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,921,Race,White
